dong_code,dong,category,total_amount,avg_monthly_amount,total_count,total_customer,amount_growth_24_vs_23,avg_living_pop,avg_work_pop,avg_inflow_pop,avg_total_demand_pop,external_ratio,store_count,group,store_count_adj,sales_shortage,pop_shortage,amount_score,pop_score,growth_score,external_score,sales_shortage_score,location_score,grade,reason,rank
47190680,진미동,제과점/아이스크림,11917950000,496581250.0,1260114,1056985,-0.06331671160913088,28684.342816146924,8317.457238839264,27.629095692309605,15923.074261666667,0.6682308555834404,0.0,카페,0.5,23835900000.0,31846.148523333333,0.05649336064733641,0.5744809577911726,0.24777800646192327,0.2294305685881568,1.0,0.3735,검토 가능,공급 대비 소비 부족,1
47190565,선주원남동,제과점/아이스크림,30711654000,1279652250.0,2684149,2297821,0.21356150360410533,34924.23960011107,2189.070727388618,26.859018508625724,23355.1182575,0.6585998199667832,7.0,카페,7.0,4387379142.857142,3336.4454653571424,0.14560677508561737,0.8552106853488497,0.3210197660284109,0.20706145511292443,0.1838358907328771,0.3612,검토 가능,수요인구 높음,2
47190670,인동동,제과점/아이스크림,19603076000,816794833.3333334,2491110,2126446,0.048108153231705295,40866.7865658653,2841.442369447139,22.438382147107323,27188.273249583333,0.6473752222737662,22.0,카페,22.0,891048909.0909091,1235.830602253788,0.09293363970293973,1.0,0.27725289004608605,0.18099112275171203,0.03711114637281975,0.3478,낮음,수요인구 높음,3
47190690,양포동,제과점/아이스크림,19148498000,797854083.3333334,2312145,1995634,-0.08181582044067202,39993.653595109245,4081.2298336596323,22.810439389922948,25957.22364333333,0.6210609247253985,13.0,카페,13.0,1472961384.6153846,1996.709511025641,0.0907781839338947,0.9534997073797867,0.2428844929719199,0.11987334359383911,0.06153131080313581,0.3278,낮음,수요인구 높음,4
47190645,상모사곡동,제과점/아이스크림,13860682000,577528416.6666666,1552198,1365776,0.07843813509393073,24051.67057336895,1604.1845587222215,19.566057643169106,16036.0337275,0.6464672322019052,11.0,카페,11.0,1260062000.0,1457.8212479545455,0.06570514145746892,0.5787477624664721,0.28527598871240123,0.17888221839705307,0.05259691224992569,0.2363,낮음,특징 약함,5
47190583,형곡2동,제과점/아이스크림,7054862000,293952583.3333333,622255,558928,0.05344116026497622,12458.68742171004,788.2809051720455,17.18509709814436,8328.659252291667,0.6062188394126973,0.0,카페,0.5,14109724000.0,16657.318504583334,0.03343423529376955,0.287618008952732,0.27866361431919795,0.08540100813754817,0.5918375577287246,0.2227,낮음,특징 약함,6
47190551,도량동,제과점/아이스크림,6111914000,254663083.33333334,699209,637829,0.25474889188526145,22078.523394552427,902.019233998892,22.02356757866502,15006.159116249999,0.5828105437806796,11.0,카페,11.0,555628545.4545455,1364.1962832954544,0.02896309347320304,0.5398464293746779,0.3319149416829374,0.031032730197763234,0.02303511126823831,0.2014,낮음,특징 약함,7
47190253,고아읍,제과점/아이스크림,20593117000,858046541.6666666,1777232,1593567,0.2534285721476585,15446.03402678309,774.4095981631389,24.342840790544923,10427.453303875,0.5918901458411792,8.0,카페,8.0,2574139625.0,1303.431662984375,0.0976280806680571,0.3668955108931114,0.33156568148311305,0.052121080078849094,0.10774264812330873,0.197,낮음,특징 약함,8
47190510,송정동,제과점/아이스크림,10981081000,457545041.6666667,1274422,1092507,0.03941041954417164,17391.912604449364,2045.8950595034087,22.930094031106076,11153.684302374999,0.6299597838869608,9.0,카페,9.0,1220120111.1111112,1239.2982558194444,0.0520510433972947,0.39432734935735403,0.2749521047747527,0.1405418987013311,0.05092073664732331,0.1797,낮음,특징 약함,9
47190256,산동읍,제과점/아이스크림,15967897000,665329041.6666666,1693389,1427247,0.4228308673192633,12615.18330482625,1978.8944205945054,25.818657616310304,7843.762968958334,0.6417588467273921,9.0,카페,9.0,1774210777.7777777,871.5292187731482,0.07569684525388723,0.26930207842403575,0.37637715992830023,0.16794648799830358,0.07417334895316538,0.1782,낮음,특징 약함,10
