dong_key,dong,total_amount,total_count,total_customer,avg_total_demand_pop,store_count,category_count,avg_location_score,external_ratio,sales_shortage,amount_growth_24_vs_23,consumption_activation,map_name
b'',b' ',107532000,9585,7158,15923.074261666668,16.0,1,0.2438,1.0,6720750.0,-1.0,6753.2185200488175,전체_합본
고아읍,고아읍,133842210000,5249856,4778276,10427.453303875,172.0,6,0.1896,0.5978161830416299,1975309896.382784,0.05538233317646032,12835560.716465851,전체_합본
공단동,공단동,22267620000,1220087,935585,4909.7810930000005,59.0,5,0.12668,0.7521810725530089,814948636.862745,-0.1897233601534718,4535359.026851016,전체_합본
광평동,광평동,3126346000,201106,160213,2455.81240025,50.0,6,0.09196666666666668,0.6974213504381045,132963698.24561404,0.11232860950231366,1273039.422588525,전체_합본
도개면,도개면,40542747000,4031152,2228782,959.7403305083334,14.0,4,0.1194,0.7673787934307903,1375299730.7692308,0.15094746708479045,42243454.517042376,전체_합본
도량동,도량동,62801281000,2678121,2420482,15006.159116250003,121.0,6,0.22363333333333335,0.614393900587541,922098052.5252525,0.38883239740157594,4185033.6594121004,전체_합본
무을면,무을면,2946476000,86739,76621,813.46340425,11.0,4,0.07400000000000001,0.7058505968604591,232778775.0,-0.022968766515122224,3622137.1294712424,전체_합본
비산동,비산동,26057577000,1383569,1222522,5397.620741666667,78.0,6,0.11858333333333333,0.6423628096513473,605639250.0,0.1704665915084016,4827604.281058471,전체_합본
산동읍,산동읍,126042211000,5206465,4307070,7843.762968958334,184.0,6,0.18200000000000002,0.6718475011012766,754500882.5903333,0.2929876586601992,16069099.93313307,전체_합본
상모사곡동,상모사곡동,132448497000,4930325,4376457,16036.0337275,207.0,6,0.25688333333333335,0.6834700536270514,635307912.3571624,0.13766041385125857,8259429.934527119,전체_합본
선산읍,선산읍,89127716000,3622658,3283162,5418.59984525,147.0,6,0.13260000000000002,0.6049214946625341,2096031103.31384,0.06179527719148114,16448477.19805888,전체_합본
선주원남동,선주원남동,273220242000,9659129,8424426,23355.1182575,161.0,6,0.3739666666666667,0.6674910622807716,1716049349.9758937,0.28669477451150077,11698516.74427986,전체_합본
송정동,송정동,114873269000,4070020,3548189,11153.684302375003,168.0,6,0.1942,0.6568541498577609,694403338.7325792,-0.011409405677654865,10299132.186800333,전체_합본
신평1동,신평1동,49002959000,2079504,1792029,3603.8130665833337,65.0,6,0.10723333333333333,0.66789112359614,953363851.3071896,-0.05333844274123744,13597530.752741907,전체_합본
신평2동,신평2동,3598378000,116653,101465,714.2547674958333,10.0,4,0.0964,0.6529796670726372,299998541.6666666,0.8567733528220707,5037947.4716225695,전체_합본
양포동,양포동,153345668000,7016753,5924374,25957.22364333333,211.0,6,0.34708333333333335,0.6633371612882848,814569634.4904047,-0.006772564508215066,5907629.803058087,전체_합본
옥성면,옥성면,44500038000,5598529,3307754,759.8854336708333,7.0,3,0.0959,0.7594555129965125,2143598380.952381,-0.6654592460153902,58561509.44364134,전체_합본
원평동,원평동,138836143000,6521585,5571950,7439.65179575,251.0,6,0.16363333333333333,0.6968345442363004,517646559.6042476,-0.2708220380500646,18661645.304328892,전체_합본
인동동,인동동,165701937000,7587583,6484129,27188.273249583333,472.0,6,0.3678166666666667,0.6934687322398855,357027177.3342447,0.032698380632601116,6094610.550618158,전체_합본
임오동,임오동,37919323000,1660481,1459962,8149.605948583333,51.0,6,0.15583333333333335,0.7232580546639128,646790552.1367521,-0.10833352378984713,4652902.63593562,전체_합본
장천면,장천면,13931593000,400042,300556,1363.1827838333334,27.0,5,0.08996,0.7100405328842411,637777691.6666667,0.07326122454465836,10219900.929810537,전체_합본
지산동,지산동,9304789000,308226,271164,1753.8536213333332,24.0,5,0.07838,0.6635270776056477,933550600.0,-0.04764385755921771,5305339.560165925,전체_합본
진미동,진미동,129550069000,4603258,3849570,15923.074261666668,23.0,6,0.30405,0.7151970504869419,7842366648.148148,0.04416916114766375,8135996.031361848,전체_합본
해평면,해평면,15151476000,444179,379371,1731.500654875,16.0,4,0.086975,0.6495837313480994,505541410.71428573,0.24311869418665322,8750488.171830239,전체_합본
형곡1동,형곡1동,43178839000,2435077,2170509,7787.470175750001,108.0,6,0.1337,0.6232170383443235,639742219.8067633,-0.030097269909889982,5544655.456204236,전체_합본
형곡2동,형곡2동,59744690000,2136874,1944659,8328.659252291667,22.0,6,0.17041666666666666,0.6143395999985474,3500993283.3333335,0.2488782474862169,7173386.278657154,전체_합본
