dong_key,dong,total_amount,total_count,total_customer,avg_total_demand_pop,store_count,category_count,avg_location_score,external_ratio,sales_shortage,amount_growth_24_vs_23,consumption_activation,map_name
b'',b' ',107532000,9585,7158,15923.074261666668,16.0,1,0.2438,1.0,6720750.0,-1.0,6753.2185200488175,음식점_합본
고아읍,고아읍,113249093000,3472624,3184709,10427.453303875,164.0,5,0.18812,0.59900139048172,1855543950.6593406,0.01577308538222068,10860666.52131781,음식점_합본
공단동,공단동,19757146000,868779,652798,4909.7810930000005,58.0,4,0.12355,0.7572807778412693,391067296.07843137,-0.2513566159543501,4024038.063156882,음식점_합본
광평동,광평동,2511700000,92774,78488,2455.81240025,46.0,5,0.0888,0.6966439997863352,128824137.89473684,0.038455625372219845,1022757.2756552214,음식점_합본
도개면,도개면,39991162000,3949980,2163454,959.7403305083334,14.0,3,0.1307,0.7838465884696824,1466009641.0256412,0.1913236778309152,41668731.35238403,음식점_합본
도량동,도량동,56689367000,1978912,1782653,15006.15911625,110.0,5,0.22808,0.6207105719489132,995391953.939394,0.41564909850483883,3777739.964026619,음식점_합본
무을면,무을면,2925047000,85125,75326,813.46340425,11.0,3,0.06713333333333334,0.6741440926419872,296085700.0,-0.030625022020162967,3595794.211169027,음식점_합본
비산동,비산동,22194828000,871428,760822,5397.620741666667,75.0,5,0.12145999999999998,0.6507030981257653,469250500.0,0.2117893706331742,4111965.0791075635,음식점_합본
산동읍,산동읍,110074314000,3513076,2879823,7843.762968958334,175.0,5,0.18275999999999998,0.6778652319760534,550558903.5528444,0.2670190169283864,14033355.474358257,음식점_합본
상모사곡동,상모사곡동,118587815000,3378127,3010681,16036.0337275,196.0,5,0.261,0.6908706179120806,510357094.8285948,0.1495048696027242,7395083.910096496,음식점_합본
선산읍,선산읍,79506861000,2655398,2423376,5418.59984525,146.0,5,0.12476000000000001,0.6045446437438351,591066323.9766082,0.06153412264105266,14672953.026730057,음식점_합본
선주원남동,선주원남동,242508588000,6974980,6126605,23355.1182575,154.0,5,0.37652,0.6692693107435692,1181783391.399644,0.3013214286929799,10383530.724453665,음식점_합본
송정동,송정동,103892188000,2795598,2455682,11153.684302375,159.0,5,0.1971,0.6622330230519209,589259984.2568729,-0.021573370722020157,9314607.190188967,음식점_합본
신평1동,신평1동,44129836000,1561774,1355721,3603.8130665833332,63.0,5,0.10674000000000002,0.6721009339274495,656724321.5686275,-0.07092797011559557,12245317.718945442,음식점_합본
신평2동,신평2동,3457542000,106295,92304,714.2547674958333,7.0,3,0.10726666666666666,0.6513938611883812,384349611.1111111,1.1158757731595057,4840768.52874513,음식점_합본
양포동,양포동,134197170000,4704608,3928740,25957.22364333333,198.0,5,0.35094,0.6717924086008621,682891284.4654088,0.008236086678276319,5169935.423138608,음식점_합본
옥성면,옥성면,44464167000,5596020,3305794,759.8854336708333,7.0,2,0.127,0.7838661827370874,3179526571.428571,-0.4981888690230853,58514303.64338443,음식점_합본
원평동,원평동,124158921000,4850126,4137313,7439.651795750001,235.0,5,0.1665,0.7013311353987244,437710596.5250972,-0.2827194999673114,16688808.079825379,음식점_합본
인동동,인동동,146098861000,5096473,4357683,27188.27324958333,450.0,5,0.37182,0.7026874342331094,250222830.98291183,0.029616426112780304,5373598.376728063,음식점_합본
임오동,임오동,34022597000,1250993,1107898,8149.605948583334,48.0,5,0.154,0.7252471786013249,516366929.23076916,-0.16579299490810956,4174753.627924088,음식점_합본
장천면,장천면,13624606000,378525,284515,1363.1827838333334,27.0,4,0.08715,0.7083159393960471,643728614.5833334,-0.014345971115310024,9994702.223048164,음식점_합본
지산동,지산동,7488167000,173058,156069,1753.8536213333334,24.0,4,0.07335,0.6594638783583664,258627250.0,-0.044199823651101665,4269550.724710575,음식점_합본
진미동,진미동,117632119000,3343144,2792585,15923.074261666668,23.0,5,0.29016000000000003,0.7245902894676421,4643659977.777778,0.06566633569902267,7387525.616406153,음식점_합본
해평면,해평면,14912345000,428511,365701,1731.500654875,16.0,3,0.09043333333333332,0.6543675812749709,514634547.61904764,0.25121172623419197,8612381.957820598,음식점_합본
형곡1동,형곡1동,34690151000,1499598,1348648,7787.470175750001,103.0,5,0.13147999999999999,0.6222606105869002,428143143.76811594,-0.03589829356198308,4454611.088980388,음식점_합본
형곡2동,형곡2동,52689828000,1514619,1385731,8328.659252291667,22.0,5,0.15996000000000002,0.6159637521157173,1379247140.0,0.28796566493046505,6326327.732221985,음식점_합본
